CPU_CYCLES,INST_RETIRED,L1D_CACHE,L2D_CACHE,L2_MISS_COUNT,STALL_FRONTEND,STALL_BACKEND
2110665649,4369408533,1782317738,113727648,1995,3376922,766158518
