CPU_CYCLES,INST_RETIRED,L1D_CACHE,L2D_CACHE,L2_MISS_COUNT,STALL_FRONTEND,STALL_BACKEND
4208543088,8738701521,3562181426,251998147,2952529,5702950,1608016544
